name	dataset	caption	audio_path	mel_path	duration
Distortion Static Delays 01.wav	adobe	distortion static delays 	adobe/Imaging Elements/Distortion Static Delays 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Distortion Static Delays 01_mel.npy	32.949729166666664
Distortion Static Horns 01.wav	adobe	distortion static horns 	adobe/Imaging Elements/Distortion Static Horns 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Distortion Static Horns 01_mel.npy	37.98633333333333
Distortion Static Pitch Shift 01.wav	adobe	distortion static pitch shift 	adobe/Imaging Elements/Distortion Static Pitch Shift 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Distortion Static Pitch Shift 01_mel.npy	32.949729166666664
Distortion Static Pitch Shift 02.wav	adobe	distortion static pitch shift 	adobe/Imaging Elements/Distortion Static Pitch Shift 02.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Distortion Static Pitch Shift 02_mel.npy	34.98527083333333
Distortion Static Random Blips 01.wav	adobe	distortion static random blips 	adobe/Imaging Elements/Distortion Static Random Blips 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Distortion Static Random Blips 01_mel.npy	38.06091666666666
Distortion Static Reverse Spooky 01.wav	adobe	distortion static reverse spooky 	adobe/Imaging Elements/Distortion Static Reverse Spooky 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Distortion Static Reverse Spooky 01_mel.npy	29.9239375
Distortion Static Spooky 01.wav	adobe	distortion static spooky 	adobe/Imaging Elements/Distortion Static Spooky 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Distortion Static Spooky 01_mel.npy	29.36970833333333
Distortion Windy Spooky Voices 01.wav	adobe	distortion windy spooky voices 	adobe/Imaging Elements/Distortion Windy Spooky Voices 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Distortion Windy Spooky Voices 01_mel.npy	30.0215
Echo Ambient Beeps 01.wav	adobe	echo ambient beeps 	adobe/Imaging Elements/Echo Ambient Beeps 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Echo Ambient Beeps 01_mel.npy	39.125
Echo Ambient Pulse 01.wav	adobe	echo ambient pulse 	adobe/Imaging Elements/Echo Ambient Pulse 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Echo Ambient Pulse 01_mel.npy	37.21160416666667
Echo Pulse Distortion 01.wav	adobe	echo pulse distortion 	adobe/Imaging Elements/Echo Pulse Distortion 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Echo Pulse Distortion 01_mel.npy	36.54125
Electrical Beeps Distortion Computer Noise 01.wav	adobe	electrical beeps distortion computer noise 	adobe/Imaging Elements/Electrical Beeps Distortion Computer Noise 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Electrical Beeps Distortion Computer Noise 01_mel.npy	18.66333333333333
Electrical Beeps Distortion Delay 02.wav	adobe	electrical beeps distortion delay 	adobe/Imaging Elements/Electrical Beeps Distortion Delay 02.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Electrical Beeps Distortion Delay 02_mel.npy	12.661145833333334
Electronic Whoosh Calm 01.wav	adobe	electronic whoosh calm 	adobe/Imaging Elements/Electronic Whoosh Calm 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Electronic Whoosh Calm 01_mel.npy	30.18133333333333
Electronic Whoosh Digital Beeps Radio Tuner 01.wav	adobe	electronic whoosh digital beeps radio tuner 	adobe/Imaging Elements/Electronic Whoosh Digital Beeps Radio Tuner 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Electronic Whoosh Digital Beeps Radio Tuner 01_mel.npy	19.448375
Electronic Whoosh Digital Beeps Screech 01.wav	adobe	electronic whoosh digital beeps screech 	adobe/Imaging Elements/Electronic Whoosh Digital Beeps Screech 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Electronic Whoosh Digital Beeps Screech 01_mel.npy	19.28483333333333
Electronic Whoosh Digital Creepy 03.wav	adobe	electronic whoosh digital creepy 	adobe/Imaging Elements/Electronic Whoosh Digital Creepy 03.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Electronic Whoosh Digital Creepy 03_mel.npy	18.729791666666667
Electronic Whoosh Digital Low Frequency Reverse Wash 01.wav	adobe	electronic whoosh digital low frequency reverse wash 	adobe/Imaging Elements/Electronic Whoosh Digital Low Frequency Reverse Wash 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Electronic Whoosh Digital Low Frequency Reverse Wash 01_mel.npy	29.21875
Electronic Whoosh Digital Low Frequency Rumble Reverse Noise 01.wav	adobe	electronic whoosh digital low frequency rumble reverse noise 	adobe/Imaging Elements/Electronic Whoosh Digital Low Frequency Rumble Reverse Noise 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Electronic Whoosh Digital Low Frequency Rumble Reverse Noise 01_mel.npy	17.5548125
Electronic Whoosh Digital Resonant Cymbal Wash 01.wav	adobe	electronic whoosh digital resonant cymbal wash 	adobe/Imaging Elements/Electronic Whoosh Digital Resonant Cymbal Wash 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Electronic Whoosh Digital Resonant Cymbal Wash 01_mel.npy	12.71975
Electronic Whoosh Digital Resonant Whine Reverse Noise 01.wav	adobe	electronic whoosh digital resonant whine reverse noise 	adobe/Imaging Elements/Electronic Whoosh Digital Resonant Whine Reverse Noise 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Electronic Whoosh Digital Resonant Whine Reverse Noise 01_mel.npy	26.90625
Electronic Whoosh Digital Reverse Delay 01.wav	adobe	electronic whoosh digital reverse delay 	adobe/Imaging Elements/Electronic Whoosh Digital Reverse Delay 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Electronic Whoosh Digital Reverse Delay 01_mel.npy	25.28125
Electronic Whoosh Digital Reverse Pangs 01.wav	adobe	electronic whoosh digital reverse pangs 	adobe/Imaging Elements/Electronic Whoosh Digital Reverse Pangs 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Electronic Whoosh Digital Reverse Pangs 01_mel.npy	29.396166666666662
Electronic Whoosh Digital Spooky Delays Low Frequency 01.wav	adobe	electronic whoosh digital spooky delays low frequency 	adobe/Imaging Elements/Electronic Whoosh Digital Spooky Delays Low Frequency 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Electronic Whoosh Digital Spooky Delays Low Frequency 01_mel.npy	28.75452083333333
Electronic Whoosh Digital Swooshing Beats Reverse Fadeout 01.wav	adobe	electronic whoosh digital swooshing beats reverse fadeout 	adobe/Imaging Elements/Electronic Whoosh Digital Swooshing Beats Reverse Fadeout 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Electronic Whoosh Digital Swooshing Beats Reverse Fadeout 01_mel.npy	20.13764583333333
Electronic Whoosh Electrical 01.wav	adobe	electronic whoosh electrical 	adobe/Imaging Elements/Electronic Whoosh Electrical 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Electronic Whoosh Electrical 01_mel.npy	34.64533333333333
Electronic Whoosh Reverse Feedback Digital 11.wav	adobe	electronic whoosh reverse feedback digital 	adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 11.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 11_mel.npy	21.44
Electronic Whoosh Reverse Feedback Digital 12.wav	adobe	electronic whoosh reverse feedback digital 	adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 12.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 12_mel.npy	21.162666666666667
Electronic Whoosh Reverse Feedback Digital 13.wav	adobe	electronic whoosh reverse feedback digital 	adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 13.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 13_mel.npy	32.282666666666664
Electronic Whoosh Reverse Feedback Digital 14.wav	adobe	electronic whoosh reverse feedback digital 	adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 14.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 14_mel.npy	49.56145833333333
Electronic Whoosh Reverse Feedback Digital 15.wav	adobe	electronic whoosh reverse feedback digital 	adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 15.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 15_mel.npy	41.90897916666667
Electronic Whoosh Reverse Feedback Digital 16.wav	adobe	electronic whoosh reverse feedback digital 	adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 16.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 16_mel.npy	43.31195833333334
Electronic Whoosh Reverse Feedback Digital 17.wav	adobe	electronic whoosh reverse feedback digital 	adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 17.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 17_mel.npy	43.3493125
Electronic Whoosh Reverse Feedback Digital 18.wav	adobe	electronic whoosh reverse feedback digital 	adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 18.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 18_mel.npy	35.291875
Electronic Whoosh Reverse Feedback Digital 19.wav	adobe	electronic whoosh reverse feedback digital 	adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 19.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 19_mel.npy	30.719916666666663
Electronic Whoosh Reverse Feedback Digital 20.wav	adobe	electronic whoosh reverse feedback digital 	adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 20.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 20_mel.npy	21.204854166666667
Electronic Whoosh Reverse Feedback Digital 21.wav	adobe	electronic whoosh reverse feedback digital 	adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 21.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 21_mel.npy	23.33664583333333
Electronic Whoosh Reverse Feedback Digital 22.wav	adobe	electronic whoosh reverse feedback digital 	adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 22.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 22_mel.npy	26.8598125
Electronic Whoosh Reverse Feedback Digital 23.wav	adobe	electronic whoosh reverse feedback digital 	adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 23.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 23_mel.npy	30.54585416666667
Electronic Whoosh Reverse Feedback Digital 24.wav	adobe	electronic whoosh reverse feedback digital 	adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 24.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 24_mel.npy	30.080145833333333
Electronic Whoosh Reverse Feedback Digital 25.wav	adobe	electronic whoosh reverse feedback digital 	adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 25.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 25_mel.npy	40.89804166666666
Electronic Whoosh Reverse Feedback Digital 26.wav	adobe	electronic whoosh reverse feedback digital 	adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 26.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 26_mel.npy	22.7913125
Electronic Whoosh Reverse Feedback Digital 27.wav	adobe	electronic whoosh reverse feedback digital 	adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 27.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 27_mel.npy	33.19466666666667
Electronic Whoosh Reverse Feedback Digital 28.wav	adobe	electronic whoosh reverse feedback digital 	adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 28.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 28_mel.npy	33.665333333333336
Electronic Whoosh Reverse Feedback Digital 29.wav	adobe	electronic whoosh reverse feedback digital 	adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 29.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 29_mel.npy	37.077333333333335
Electronic Whoosh Reverse Feedback Digital 30.wav	adobe	electronic whoosh reverse feedback digital 	adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 30.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 30_mel.npy	47.034666666666666
Electronic Whoosh Reverse Feedback Digital 31.wav	adobe	electronic whoosh reverse feedback digital 	adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 31.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 31_mel.npy	48.714666666666666
Electronic Whoosh Reverse Feedback Digital 32.wav	adobe	electronic whoosh reverse feedback digital 	adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 32.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 32_mel.npy	50.11866666666667
Electronic Whoosh Reverse Feedback Digital 33.wav	adobe	electronic whoosh reverse feedback digital 	adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 33.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 33_mel.npy	31.232
Electronic Whoosh Reverse Feedback Digital 34.wav	adobe	electronic whoosh reverse feedback digital 	adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 34.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 34_mel.npy	25.864
Electronic Whoosh Reverse Feedback Digital 35.wav	adobe	electronic whoosh reverse feedback digital 	adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 35.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 35_mel.npy	27.150770833333333
Electronic Whoosh Reverse Feedback Digital 36.wav	adobe	electronic whoosh reverse feedback digital 	adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 36.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 36_mel.npy	26.2384375
Electronic Whoosh Reverse Feedback Digital 37.wav	adobe	electronic whoosh reverse feedback digital 	adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 37.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 37_mel.npy	29.909333333333333
Electronic Whoosh Reverse Feedback Digital 38.wav	adobe	electronic whoosh reverse feedback digital 	adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 38.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 38_mel.npy	39.81845833333333
Electronic Whoosh Reverse Feedback Digital 39.wav	adobe	electronic whoosh reverse feedback digital 	adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 39.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 39_mel.npy	49.19466666666667
Electronic Whoosh Reverse Feedback Digital 40.wav	adobe	electronic whoosh reverse feedback digital 	adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 40.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 40_mel.npy	32.83797916666666
Electronic Whoosh Reverse Feedback Digital 41.wav	adobe	electronic whoosh reverse feedback digital 	adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 41.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 41_mel.npy	29.808
Electronic Whoosh Reverse Feedback Digital 42.wav	adobe	electronic whoosh reverse feedback digital 	adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 42.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 42_mel.npy	16.915020833333333
Electronic Whoosh Reverse Feedback Digital 43.wav	adobe	electronic whoosh reverse feedback digital 	adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 43.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 43_mel.npy	20.608
Electronic Whoosh Reverse Feedback Digital 45.wav	adobe	electronic whoosh reverse feedback digital 	adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 45.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 45_mel.npy	20.641875
Electronic Whoosh Reverse Feedback Digital 46.wav	adobe	electronic whoosh reverse feedback digital 	adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 46.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 46_mel.npy	18.54220833333333
Electronic Whoosh Reverse Feedback Digital 47.wav	adobe	electronic whoosh reverse feedback digital 	adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 47.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 47_mel.npy	21.952
Electronic Whoosh Reverse Feedback Digital 49.wav	adobe	electronic whoosh reverse feedback digital 	adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 49.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Electronic Whoosh Reverse Feedback Digital 49_mel.npy	25.734
Empty Electronic Whoosh 01.wav	adobe	empty electronic whoosh 	adobe/Imaging Elements/Empty Electronic Whoosh 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Empty Electronic Whoosh 01_mel.npy	30.56352083333333
Empty Electronic Whoosh Phasey 01.wav	adobe	empty electronic whoosh phasey 	adobe/Imaging Elements/Empty Electronic Whoosh Phasey 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Empty Electronic Whoosh Phasey 01_mel.npy	30.432
Ghostly Disturbing Insanity 01.wav	adobe	ghostly disturbing insanity 	adobe/Imaging Elements/Ghostly Disturbing Insanity 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Ghostly Disturbing Insanity 01_mel.npy	43.9046875
Groans Beeps 01.wav	adobe	groans beeps 	adobe/Imaging Elements/Groans Beeps 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Groans Beeps 01_mel.npy	33.6213125
Insane Reverse Hits Mocking 01.wav	adobe	insane reverse hits mocking 	adobe/Imaging Elements/Insane Reverse Hits Mocking 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Insane Reverse Hits Mocking 01_mel.npy	7.8381875
Low Pulse 01.wav	adobe	low pulse 	adobe/Imaging Elements/Low Pulse 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Low Pulse 01_mel.npy	36.48677083333333
Phasey Pitch Drop 01.wav	adobe	phasey pitch drop 	adobe/Imaging Elements/Phasey Pitch Drop 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Phasey Pitch Drop 01_mel.npy	29.51264583333333
Pitch Drop 01.wav	adobe	pitch drop 	adobe/Imaging Elements/Pitch Drop 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Pitch Drop 01_mel.npy	29.462666666666667
Pitch Drop Power Down 01.wav	adobe	pitch drop power down 	adobe/Imaging Elements/Pitch Drop Power Down 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Pitch Drop Power Down 01_mel.npy	31.243770833333333
Pitch Rise Fall 01.wav	adobe	pitch rise fall 	adobe/Imaging Elements/Pitch Rise Fall 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Pitch Rise Fall 01_mel.npy	30.53314583333333
Pulsing Down 01.wav	adobe	pulsing down 	adobe/Imaging Elements/Pulsing Down 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Pulsing Down 01_mel.npy	39.125
Pulsing Up Windy Ambient 01.wav	adobe	pulsing up windy ambient 	adobe/Imaging Elements/Pulsing Up Windy Ambient 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Pulsing Up Windy Ambient 01_mel.npy	39.125
Quiet Tension 01.wav	adobe	quiet tension 	adobe/Imaging Elements/Quiet Tension 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Quiet Tension 01_mel.npy	31.993770833333333
Quiet Tension 03.wav	adobe	quiet tension 	adobe/Imaging Elements/Quiet Tension 03.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Quiet Tension 03_mel.npy	30.0215
Reverse Alien Whine 01.wav	adobe	reverse alien whine 	adobe/Imaging Elements/Reverse Alien Whine 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Reverse Alien Whine 01_mel.npy	33.152
Reverse Intense Low Decay 01.wav	adobe	reverse intense low decay 	adobe/Imaging Elements/Reverse Intense Low Decay 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Reverse Intense Low Decay 01_mel.npy	35.25066666666667
Reverse Long Decay 01.wav	adobe	reverse long decay 	adobe/Imaging Elements/Reverse Long Decay 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Reverse Long Decay 01_mel.npy	25.86495833333333
Reverse Static Clicks 01.wav	adobe	reverse static clicks 	adobe/Imaging Elements/Reverse Static Clicks 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Reverse Static Clicks 01_mel.npy	28.447166666666668
Rhythmic Ambiance 01.wav	adobe	rhythmic ambiance 	adobe/Imaging Elements/Rhythmic Ambiance 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Rhythmic Ambiance 01_mel.npy	28.493770833333333
Rising Falling Pulse 01.wav	adobe	rising falling pulse 	adobe/Imaging Elements/Rising Falling Pulse 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Rising Falling Pulse 01_mel.npy	31.516
Screech Digital Low End 01.wav	adobe	screech digital low end 	adobe/Imaging Elements/Screech Digital Low End 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Screech Digital Low End 01_mel.npy	29.49333333333333
Screech Digital Noise 01.wav	adobe	screech digital noise 	adobe/Imaging Elements/Screech Digital Noise 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Screech Digital Noise 01_mel.npy	21.13064583333333
Screech Digital Noise 02.wav	adobe	screech digital noise 	adobe/Imaging Elements/Screech Digital Noise 02.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Screech Digital Noise 02_mel.npy	32.949729166666664
Screech Digital Noise 03.wav	adobe	screech digital noise 	adobe/Imaging Elements/Screech Digital Noise 03.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Screech Digital Noise 03_mel.npy	31.925354166666665
Slow Drone 01.wav	adobe	slow drone 	adobe/Imaging Elements/Slow Drone 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Slow Drone 01_mel.npy	30.47375
Slow Drone Tension 01.wav	adobe	slow drone tension 	adobe/Imaging Elements/Slow Drone Tension 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Slow Drone Tension 01_mel.npy	30.228479166666663
Slow Drone Tension Spooky 01.wav	adobe	slow drone tension spooky 	adobe/Imaging Elements/Slow Drone Tension Spooky 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Slow Drone Tension Spooky 01_mel.npy	31.282875
Slow Foreboding Delay 01.wav	adobe	slow foreboding delay 	adobe/Imaging Elements/Slow Foreboding Delay 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Slow Foreboding Delay 01_mel.npy	33.45066666666666
Slow Phasey 01.wav	adobe	slow phasey 	adobe/Imaging Elements/Slow Phasey 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Slow Phasey 01_mel.npy	29.354354166666667
Slow Phasey Pitch Swells 01.wav	adobe	slow phasey pitch swells 	adobe/Imaging Elements/Slow Phasey Pitch Swells 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Slow Phasey Pitch Swells 01_mel.npy	29.826625
Slow Phasey Pitch Swells 02.wav	adobe	slow phasey pitch swells 	adobe/Imaging Elements/Slow Phasey Pitch Swells 02.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Slow Phasey Pitch Swells 02_mel.npy	29.348
Slow Pitch Drop 01.wav	adobe	slow pitch drop 	adobe/Imaging Elements/Slow Pitch Drop 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Slow Pitch Drop 01_mel.npy	31.993770833333333
Slow Pitch Drop 02.wav	adobe	slow pitch drop 	adobe/Imaging Elements/Slow Pitch Drop 02.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Slow Pitch Drop 02_mel.npy	29.613333333333333
Slow Pitch Swells 01.wav	adobe	slow pitch swells 	adobe/Imaging Elements/Slow Pitch Swells 01.wav	/home/tiger/nfs/data/old_data/melnat_16k_raw/adobe/Imaging Elements/Slow Pitch Swells 01_mel.npy	29.075479166666668
